Batting Team,Balling Team,Venue,Match Date,Over number,Score after over,Wickets after over,Inning Score
CSK,RR,DY Patil,"June 01 2008,",1,6,0,163
CSK,RR,DY Patil,"June 01 2008,",2,12,0,163
CSK,RR,DY Patil,"June 01 2008,",3,16,0,163
CSK,RR,DY Patil,"June 01 2008,",4,29,0,163
CSK,RR,DY Patil,"June 01 2008,",5,39,0,163
CSK,RR,DY Patil,"June 01 2008,",6,42,1,163
CSK,RR,DY Patil,"June 01 2008,",7,51,1,163
CSK,RR,DY Patil,"June 01 2008,",8,57,1,163
CSK,RR,DY Patil,"June 01 2008,",9,64,2,163
CSK,RR,DY Patil,"June 01 2008,",10,75,2,163
CSK,RR,DY Patil,"June 01 2008,",11,77,2,163
CSK,RR,DY Patil,"June 01 2008,",12,87,2,163
CSK,RR,DY Patil,"June 01 2008,",13,97,3,163
CSK,RR,DY Patil,"June 01 2008,",14,109,3,163
CSK,RR,DY Patil,"June 01 2008,",15,117,3,163
CSK,RR,DY Patil,"June 01 2008,",16,127,3,163
CSK,RR,DY Patil,"June 01 2008,",17,130,4,163
CSK,RR,DY Patil,"June 01 2008,",18,139,4,163
CSK,RR,DY Patil,"June 01 2008,",19,148,4,163
CSK,RR,DY Patil,"June 01 2008,",20,163,5,163
RR,CSK,DY Patil,"June 01 2008,",1,2,0,164
RR,CSK,DY Patil,"June 01 2008,",2,14,0,164
RR,CSK,DY Patil,"June 01 2008,",3,19,0,164
RR,CSK,DY Patil,"June 01 2008,",4,27,1,164
RR,CSK,DY Patil,"June 01 2008,",5,36,1,164
RR,CSK,DY Patil,"June 01 2008,",6,41,1,164
RR,CSK,DY Patil,"June 01 2008,",7,44,3,164
RR,CSK,DY Patil,"June 01 2008,",8,51,3,164
RR,CSK,DY Patil,"June 01 2008,",9,61,3,164
RR,CSK,DY Patil,"June 01 2008,",10,75,3,164
RR,CSK,DY Patil,"June 01 2008,",11,80,3,164
RR,CSK,DY Patil,"June 01 2008,",12,87,3,164
RR,CSK,DY Patil,"June 01 2008,",13,102,3,164
RR,CSK,DY Patil,"June 01 2008,",14,107,3,164
RR,CSK,DY Patil,"June 01 2008,",15,112,4,164
RR,CSK,DY Patil,"June 01 2008,",16,125,4,164
RR,CSK,DY Patil,"June 01 2008,",17,139,5,164
RR,CSK,DY Patil,"June 01 2008,",18,146,7,164
RR,CSK,DY Patil,"June 01 2008,",19,156,7,164
RR,CSK,DY Patil,"June 01 2008,",20,164,7,164
Kings XI,CSK,Wankhede,"May 31 2008,",1,7,0,112
Kings XI,CSK,Wankhede,"May 31 2008,",2,11,1,112
Kings XI,CSK,Wankhede,"May 31 2008,",3,16,2,112
Kings XI,CSK,Wankhede,"May 31 2008,",4,28,2,112
Kings XI,CSK,Wankhede,"May 31 2008,",5,30,3,112
Kings XI,CSK,Wankhede,"May 31 2008,",6,35,4,112
Kings XI,CSK,Wankhede,"May 31 2008,",7,35,4,112
Kings XI,CSK,Wankhede,"May 31 2008,",8,37,4,112
Kings XI,CSK,Wankhede,"May 31 2008,",9,44,5,112
Kings XI,CSK,Wankhede,"May 31 2008,",10,45,6,112
Kings XI,CSK,Wankhede,"May 31 2008,",11,50,6,112
Kings XI,CSK,Wankhede,"May 31 2008,",12,56,6,112
Kings XI,CSK,Wankhede,"May 31 2008,",13,61,6,112
Kings XI,CSK,Wankhede,"May 31 2008,",14,63,7,112
Kings XI,CSK,Wankhede,"May 31 2008,",15,68,7,112
Kings XI,CSK,Wankhede,"May 31 2008,",16,73,7,112
Kings XI,CSK,Wankhede,"May 31 2008,",17,79,7,112
Kings XI,CSK,Wankhede,"May 31 2008,",18,84,7,112
Kings XI,CSK,Wankhede,"May 31 2008,",19,98,8,112
Kings XI,CSK,Wankhede,"May 31 2008,",20,112,8,112
CSK,Kings XI,Wankhede,"May 31 2008,",1,7,0,116
CSK,Kings XI,Wankhede,"May 31 2008,",2,14,0,116
CSK,Kings XI,Wankhede,"May 31 2008,",3,16,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",4,25,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",5,30,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",6,35,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",7,44,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",8,53,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",9,60,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",10,62,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",11,75,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",12,80,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",13,90,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",14,100,1,116
CSK,Kings XI,Wankhede,"May 31 2008,",15,116,1,116
RR,Daredevils,Wankhede,"May 30 2008,",1,1,0,192
RR,Daredevils,Wankhede,"May 30 2008,",2,8,0,192
RR,Daredevils,Wankhede,"May 30 2008,",3,15,0,192
RR,Daredevils,Wankhede,"May 30 2008,",4,29,0,192
RR,Daredevils,Wankhede,"May 30 2008,",5,43,0,192
RR,Daredevils,Wankhede,"May 30 2008,",6,58,0,192
RR,Daredevils,Wankhede,"May 30 2008,",7,65,2,192
RR,Daredevils,Wankhede,"May 30 2008,",8,71,2,192
RR,Daredevils,Wankhede,"May 30 2008,",9,77,3,192
RR,Daredevils,Wankhede,"May 30 2008,",10,83,3,192
RR,Daredevils,Wankhede,"May 30 2008,",11,104,3,192
RR,Daredevils,Wankhede,"May 30 2008,",12,113,3,192
RR,Daredevils,Wankhede,"May 30 2008,",13,120,3,192
RR,Daredevils,Wankhede,"May 30 2008,",14,130,4,192
RR,Daredevils,Wankhede,"May 30 2008,",15,142,4,192
RR,Daredevils,Wankhede,"May 30 2008,",16,155,5,192
RR,Daredevils,Wankhede,"May 30 2008,",17,164,5,192
RR,Daredevils,Wankhede,"May 30 2008,",18,172,7,192
RR,Daredevils,Wankhede,"May 30 2008,",19,188,7,192
RR,Daredevils,Wankhede,"May 30 2008,",20,192,9,192
Daredevils,RR,Wankhede,"May 30 2008,",1,8,0,87
Daredevils,RR,Wankhede,"May 30 2008,",2,13,1,87
Daredevils,RR,Wankhede,"May 30 2008,",3,22,1,87
Daredevils,RR,Wankhede,"May 30 2008,",4,23,2,87
Daredevils,RR,Wankhede,"May 30 2008,",5,24,2,87
Daredevils,RR,Wankhede,"May 30 2008,",6,28,3,87
Daredevils,RR,Wankhede,"May 30 2008,",7,37,4,87
Daredevils,RR,Wankhede,"May 30 2008,",8,40,4,87
Daredevils,RR,Wankhede,"May 30 2008,",9,48,4,87
Daredevils,RR,Wankhede,"May 30 2008,",10,56,5,87
Daredevils,RR,Wankhede,"May 30 2008,",11,64,5,87
Daredevils,RR,Wankhede,"May 30 2008,",12,75,5,87
Daredevils,RR,Wankhede,"May 30 2008,",13,77,7,87
Daredevils,RR,Wankhede,"May 30 2008,",14,79,8,87
Daredevils,RR,Wankhede,"May 30 2008,",15,82,8,87
Daredevils,RR,Wankhede,"May 30 2008,",16,87,9,87
Daredevils,RR,Wankhede,"May 30 2008,",17,87,1,87
Kings XI,RR,Mohali,"May 28 2008,",1,5,0,221
Kings XI,RR,Mohali,"May 28 2008,",2,13,0,221
Kings XI,RR,Mohali,"May 28 2008,",3,25,0,221
Kings XI,RR,Mohali,"May 28 2008,",4,35,0,221
Kings XI,RR,Mohali,"May 28 2008,",5,41,0,221
Kings XI,RR,Mohali,"May 28 2008,",6,51,0,221
Kings XI,RR,Mohali,"May 28 2008,",7,68,0,221
Kings XI,RR,Mohali,"May 28 2008,",8,75,0,221
Kings XI,RR,Mohali,"May 28 2008,",9,79,0,221
Kings XI,RR,Mohali,"May 28 2008,",10,88,0,221
Kings XI,RR,Mohali,"May 28 2008,",11,104,0,221
Kings XI,RR,Mohali,"May 28 2008,",12,115,0,221
Kings XI,RR,Mohali,"May 28 2008,",13,122,0,221
Kings XI,RR,Mohali,"May 28 2008,",14,135,1,221
Kings XI,RR,Mohali,"May 28 2008,",15,144,1,221
Kings XI,RR,Mohali,"May 28 2008,",16,151,1,221
Kings XI,RR,Mohali,"May 28 2008,",17,176,1,221
Kings XI,RR,Mohali,"May 28 2008,",18,195,1,221
Kings XI,RR,Mohali,"May 28 2008,",19,208,1,221
Kings XI,RR,Mohali,"May 28 2008,",20,221,3,221
RR,Kings XI,Mohali,"May 28 2008,",1,5,0,180
RR,Kings XI,Mohali,"May 28 2008,",2,8,1,180
RR,Kings XI,Mohali,"May 28 2008,",3,10,1,180
RR,Kings XI,Mohali,"May 28 2008,",4,28,1,180
RR,Kings XI,Mohali,"May 28 2008,",5,29,2,180
RR,Kings XI,Mohali,"May 28 2008,",6,38,2,180
RR,Kings XI,Mohali,"May 28 2008,",7,46,2,180
RR,Kings XI,Mohali,"May 28 2008,",8,49,2,180
RR,Kings XI,Mohali,"May 28 2008,",9,54,2,180
RR,Kings XI,Mohali,"May 28 2008,",10,67,2,180
RR,Kings XI,Mohali,"May 28 2008,",11,78,3,180
RR,Kings XI,Mohali,"May 28 2008,",12,98,3,180
RR,Kings XI,Mohali,"May 28 2008,",13,109,4,180
RR,Kings XI,Mohali,"May 28 2008,",14,132,4,180
RR,Kings XI,Mohali,"May 28 2008,",15,140,5,180
RR,Kings XI,Mohali,"May 28 2008,",16,146,5,180
RR,Kings XI,Mohali,"May 28 2008,",17,161,5,180
RR,Kings XI,Mohali,"May 28 2008,",18,171,5,180
RR,Kings XI,Mohali,"May 28 2008,",19,178,7,180
RR,Kings XI,Mohali,"May 28 2008,",20,180,7,180
RCB,MI,Bengaluru,"May 28 2008,",1,6,0,122
RCB,MI,Bengaluru,"May 28 2008,",2,11,0,122
RCB,MI,Bengaluru,"May 28 2008,",3,18,0,122
RCB,MI,Bengaluru,"May 28 2008,",4,27,0,122
RCB,MI,Bengaluru,"May 28 2008,",5,34,0,122
RCB,MI,Bengaluru,"May 28 2008,",6,36,2,122
RCB,MI,Bengaluru,"May 28 2008,",7,39,2,122
RCB,MI,Bengaluru,"May 28 2008,",8,40,3,122
RCB,MI,Bengaluru,"May 28 2008,",9,45,3,122
RCB,MI,Bengaluru,"May 28 2008,",10,56,3,122
RCB,MI,Bengaluru,"May 28 2008,",11,74,3,122
RCB,MI,Bengaluru,"May 28 2008,",12,75,4,122
RCB,MI,Bengaluru,"May 28 2008,",13,82,5,122
RCB,MI,Bengaluru,"May 28 2008,",14,84,7,122
RCB,MI,Bengaluru,"May 28 2008,",15,92,7,122
RCB,MI,Bengaluru,"May 28 2008,",16,104,7,122
RCB,MI,Bengaluru,"May 28 2008,",17,115,7,122
RCB,MI,Bengaluru,"May 28 2008,",18,122,9,122
MI,RCB,Bengaluru,"May 28 2008,",1,9,0,126
MI,RCB,Bengaluru,"May 28 2008,",2,10,0,126
MI,RCB,Bengaluru,"May 28 2008,",3,17,0,126
MI,RCB,Bengaluru,"May 28 2008,",4,22,0,126
MI,RCB,Bengaluru,"May 28 2008,",5,36,0,126
MI,RCB,Bengaluru,"May 28 2008,",6,39,0,126
MI,RCB,Bengaluru,"May 28 2008,",7,44,0,126
MI,RCB,Bengaluru,"May 28 2008,",8,60,0,126
MI,RCB,Bengaluru,"May 28 2008,",9,71,0,126
MI,RCB,Bengaluru,"May 28 2008,",10,79,0,126
MI,RCB,Bengaluru,"May 28 2008,",11,95,0,126
MI,RCB,Bengaluru,"May 28 2008,",12,96,1,126
MI,RCB,Bengaluru,"May 28 2008,",13,102,1,126
MI,RCB,Bengaluru,"May 28 2008,",14,110,1,126
MI,RCB,Bengaluru,"May 28 2008,",15,117,1,126
MI,RCB,Bengaluru,"May 28 2008,",16,126,1,126
Chargers,CSK,Hyderabad,"May 27 2008,",1,1,0,147
Chargers,CSK,Hyderabad,"May 27 2008,",2,7,0,147
Chargers,CSK,Hyderabad,"May 27 2008,",3,13,1,147
Chargers,CSK,Hyderabad,"May 27 2008,",4,15,2,147
Chargers,CSK,Hyderabad,"May 27 2008,",5,18,2,147
Chargers,CSK,Hyderabad,"May 27 2008,",6,26,2,147
Chargers,CSK,Hyderabad,"May 27 2008,",7,37,2,147
Chargers,CSK,Hyderabad,"May 27 2008,",8,44,2,147
Chargers,CSK,Hyderabad,"May 27 2008,",9,51,2,147
Chargers,CSK,Hyderabad,"May 27 2008,",10,57,2,147
Chargers,CSK,Hyderabad,"May 27 2008,",11,59,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",12,65,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",13,71,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",14,85,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",15,93,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",16,104,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",17,112,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",18,127,3,147
Chargers,CSK,Hyderabad,"May 27 2008,",19,140,6,147
Chargers,CSK,Hyderabad,"May 27 2008,",20,147,8,147
CSK,Chargers,Hyderabad,"May 27 2008,",1,12,0,148
CSK,Chargers,Hyderabad,"May 27 2008,",2,18,0,148
CSK,Chargers,Hyderabad,"May 27 2008,",3,22,0,148
CSK,Chargers,Hyderabad,"May 27 2008,",4,35,1,148
CSK,Chargers,Hyderabad,"May 27 2008,",5,41,1,148
CSK,Chargers,Hyderabad,"May 27 2008,",6,44,1,148
CSK,Chargers,Hyderabad,"May 27 2008,",7,53,1,148
CSK,Chargers,Hyderabad,"May 27 2008,",8,59,1,148
CSK,Chargers,Hyderabad,"May 27 2008,",9,68,2,148
CSK,Chargers,Hyderabad,"May 27 2008,",10,72,2,148
CSK,Chargers,Hyderabad,"May 27 2008,",11,77,2,148
CSK,Chargers,Hyderabad,"May 27 2008,",12,88,2,148
CSK,Chargers,Hyderabad,"May 27 2008,",13,96,2,148
CSK,Chargers,Hyderabad,"May 27 2008,",14,108,2,148
CSK,Chargers,Hyderabad,"May 27 2008,",15,114,2,148
CSK,Chargers,Hyderabad,"May 27 2008,",16,117,3,148
CSK,Chargers,Hyderabad,"May 27 2008,",17,120,3,148
CSK,Chargers,Hyderabad,"May 27 2008,",18,131,3,148
CSK,Chargers,Hyderabad,"May 27 2008,",19,141,3,148
CSK,Chargers,Hyderabad,"May 27 2008,",20,148,3,148
Kings XI,KKR,Eden Gardens,"May 25 2008,",1,5,0,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",2,21,0,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",3,24,0,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",4,27,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",5,37,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",6,47,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",7,58,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",8,61,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",9,71,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",10,82,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",11,95,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",12,104,1,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",13,108,2,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",14,121,2,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",15,133,3,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",16,140,3,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",17,147,3,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",18,163,3,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",19,170,4,174
Kings XI,KKR,Eden Gardens,"May 25 2008,",20,174,6,174
KKR,Kings XI,Eden Gardens,"May 25 2008,",1,10,0,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",2,15,0,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",3,24,0,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",4,34,0,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",5,45,0,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",6,51,2,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",7,54,2,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",8,59,2,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",9,66,3,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",10,74,4,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",11,78,4,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",12,85,4,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",13,87,4,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",14,96,4,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",15,104,5,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",16,118,6,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",17,136,6,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",18,152,6,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",19,160,7,175
KKR,Kings XI,Eden Gardens,"May 25 2008,",20,175,7,175
Chargers,RCB,Hyderabad,"May 25 2008,",1,8,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",2,17,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",3,19,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",4,22,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",5,34,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",6,41,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",7,51,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",8,65,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",9,76,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",10,81,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",11,101,0,165
Chargers,RCB,Hyderabad,"May 25 2008,",12,108,1,165
Chargers,RCB,Hyderabad,"May 25 2008,",13,109,2,165
Chargers,RCB,Hyderabad,"May 25 2008,",14,117,3,165
Chargers,RCB,Hyderabad,"May 25 2008,",15,123,4,165
Chargers,RCB,Hyderabad,"May 25 2008,",16,131,4,165
Chargers,RCB,Hyderabad,"May 25 2008,",17,149,4,165
Chargers,RCB,Hyderabad,"May 25 2008,",18,158,5,165
Chargers,RCB,Hyderabad,"May 25 2008,",19,164,7,165
Chargers,RCB,Hyderabad,"May 25 2008,",20,165,1,165
RCB,Chargers,Hyderabad,"May 25 2008,",1,10,0,171
RCB,Chargers,Hyderabad,"May 25 2008,",2,16,0,171
RCB,Chargers,Hyderabad,"May 25 2008,",3,24,1,171
RCB,Chargers,Hyderabad,"May 25 2008,",4,30,1,171
RCB,Chargers,Hyderabad,"May 25 2008,",5,36,1,171
RCB,Chargers,Hyderabad,"May 25 2008,",6,43,1,171
RCB,Chargers,Hyderabad,"May 25 2008,",7,46,2,171
RCB,Chargers,Hyderabad,"May 25 2008,",8,53,2,171
RCB,Chargers,Hyderabad,"May 25 2008,",9,58,2,171
RCB,Chargers,Hyderabad,"May 25 2008,",10,61,2,171
RCB,Chargers,Hyderabad,"May 25 2008,",11,79,2,171
RCB,Chargers,Hyderabad,"May 25 2008,",12,83,3,171
RCB,Chargers,Hyderabad,"May 25 2008,",13,88,3,171
RCB,Chargers,Hyderabad,"May 25 2008,",14,103,3,171
RCB,Chargers,Hyderabad,"May 25 2008,",15,106,3,171
RCB,Chargers,Hyderabad,"May 25 2008,",16,123,4,171
RCB,Chargers,Hyderabad,"May 25 2008,",17,137,4,171
RCB,Chargers,Hyderabad,"May 25 2008,",18,150,5,171
RCB,Chargers,Hyderabad,"May 25 2008,",19,171,5,171
MI,Daredevils,Delhi,"May 24 2008,",1,5,0,176
MI,Daredevils,Delhi,"May 24 2008,",2,16,0,176
MI,Daredevils,Delhi,"May 24 2008,",3,25,0,176
MI,Daredevils,Delhi,"May 24 2008,",4,40,0,176
MI,Daredevils,Delhi,"May 24 2008,",5,43,0,176
MI,Daredevils,Delhi,"May 24 2008,",6,60,0,176
MI,Daredevils,Delhi,"May 24 2008,",7,70,0,176
MI,Daredevils,Delhi,"May 24 2008,",8,73,1,176
MI,Daredevils,Delhi,"May 24 2008,",9,79,1,176
MI,Daredevils,Delhi,"May 24 2008,",10,81,1,176
MI,Daredevils,Delhi,"May 24 2008,",11,96,1,176
MI,Daredevils,Delhi,"May 24 2008,",12,107,1,176
MI,Daredevils,Delhi,"May 24 2008,",13,109,2,176
MI,Daredevils,Delhi,"May 24 2008,",14,114,3,176
MI,Daredevils,Delhi,"May 24 2008,",15,123,4,176
MI,Daredevils,Delhi,"May 24 2008,",16,128,4,176
MI,Daredevils,Delhi,"May 24 2008,",17,137,4,176
MI,Daredevils,Delhi,"May 24 2008,",18,145,5,176
MI,Daredevils,Delhi,"May 24 2008,",19,162,5,176
MI,Daredevils,Delhi,"May 24 2008,",20,176,8,176
Daredevils,MI,Delhi,"May 24 2008,",1,19,0,179
Daredevils,MI,Delhi,"May 24 2008,",2,29,1,179
Daredevils,MI,Delhi,"May 24 2008,",3,35,1,179
Daredevils,MI,Delhi,"May 24 2008,",4,38,1,179
Daredevils,MI,Delhi,"May 24 2008,",5,50,2,179
Daredevils,MI,Delhi,"May 24 2008,",6,56,2,179
Daredevils,MI,Delhi,"May 24 2008,",7,67,2,179
Daredevils,MI,Delhi,"May 24 2008,",8,72,2,179
Daredevils,MI,Delhi,"May 24 2008,",9,79,2,179
Daredevils,MI,Delhi,"May 24 2008,",10,88,2,179
Daredevils,MI,Delhi,"May 24 2008,",11,90,4,179
Daredevils,MI,Delhi,"May 24 2008,",12,98,4,179
Daredevils,MI,Delhi,"May 24 2008,",13,111,4,179
Daredevils,MI,Delhi,"May 24 2008,",14,120,4,179
Daredevils,MI,Delhi,"May 24 2008,",15,130,5,179
Daredevils,MI,Delhi,"May 24 2008,",16,137,5,179
Daredevils,MI,Delhi,"May 24 2008,",17,152,5,179
Daredevils,MI,Delhi,"May 24 2008,",18,161,5,179
Daredevils,MI,Delhi,"May 24 2008,",19,169,5,179
Daredevils,MI,Delhi,"May 24 2008,",20,179,5,179
RR,CSK,Chennai,"May 24 2008,",1,12,0,211
RR,CSK,Chennai,"May 24 2008,",2,15,0,211
RR,CSK,Chennai,"May 24 2008,",3,25,0,211
RR,CSK,Chennai,"May 24 2008,",4,39,0,211
RR,CSK,Chennai,"May 24 2008,",5,52,0,211
RR,CSK,Chennai,"May 24 2008,",6,67,0,211
RR,CSK,Chennai,"May 24 2008,",7,77,0,211
RR,CSK,Chennai,"May 24 2008,",8,90,0,211
RR,CSK,Chennai,"May 24 2008,",9,95,0,211
RR,CSK,Chennai,"May 24 2008,",10,107,0,211
RR,CSK,Chennai,"May 24 2008,",11,127,0,211
RR,CSK,Chennai,"May 24 2008,",12,137,1,211
RR,CSK,Chennai,"May 24 2008,",13,140,1,211
RR,CSK,Chennai,"May 24 2008,",14,150,2,211
RR,CSK,Chennai,"May 24 2008,",15,167,2,211
RR,CSK,Chennai,"May 24 2008,",16,174,2,211
RR,CSK,Chennai,"May 24 2008,",17,186,3,211
RR,CSK,Chennai,"May 24 2008,",18,198,3,211
RR,CSK,Chennai,"May 24 2008,",19,203,4,211
RR,CSK,Chennai,"May 24 2008,",20,211,5,211
CSK,RR,Chennai,"May 24 2008,",1,6,0,201
CSK,RR,Chennai,"May 24 2008,",2,15,1,201
CSK,RR,Chennai,"May 24 2008,",3,34,1,201
CSK,RR,Chennai,"May 24 2008,",4,40,1,201
CSK,RR,Chennai,"May 24 2008,",5,55,1,201
CSK,RR,Chennai,"May 24 2008,",6,65,1,201
CSK,RR,Chennai,"May 24 2008,",7,72,1,201
CSK,RR,Chennai,"May 24 2008,",8,81,1,201
CSK,RR,Chennai,"May 24 2008,",9,84,2,201
CSK,RR,Chennai,"May 24 2008,",10,99,2,201
CSK,RR,Chennai,"May 24 2008,",11,112,2,201
CSK,RR,Chennai,"May 24 2008,",12,129,2,201
CSK,RR,Chennai,"May 24 2008,",13,141,2,201
CSK,RR,Chennai,"May 24 2008,",14,144,2,201
CSK,RR,Chennai,"May 24 2008,",15,157,3,201
CSK,RR,Chennai,"May 24 2008,",16,165,3,201
CSK,RR,Chennai,"May 24 2008,",17,177,3,201
CSK,RR,Chennai,"May 24 2008,",18,185,4,201
CSK,RR,Chennai,"May 24 2008,",19,197,5,201
CSK,RR,Chennai,"May 24 2008,",20,201,7,201
Chargers,Kings XI,Mohali,"May 23 2008,",1,5,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",2,13,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",3,25,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",4,35,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",5,39,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",6,42,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",7,45,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",8,57,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",9,66,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",10,70,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",11,79,0,175
Chargers,Kings XI,Mohali,"May 23 2008,",12,88,1,175
Chargers,Kings XI,Mohali,"May 23 2008,",13,91,1,175
Chargers,Kings XI,Mohali,"May 23 2008,",14,109,1,175
Chargers,Kings XI,Mohali,"May 23 2008,",15,111,2,175
Chargers,Kings XI,Mohali,"May 23 2008,",16,122,2,175
Chargers,Kings XI,Mohali,"May 23 2008,",17,143,2,175
Chargers,Kings XI,Mohali,"May 23 2008,",18,155,3,175
Chargers,Kings XI,Mohali,"May 23 2008,",19,164,4,175
Chargers,Kings XI,Mohali,"May 23 2008,",20,175,4,175
Kings XI,Chargers,Mohali,"May 23 2008,",1,14,0,178
Kings XI,Chargers,Mohali,"May 23 2008,",2,23,0,178
Kings XI,Chargers,Mohali,"May 23 2008,",3,35,0,178
Kings XI,Chargers,Mohali,"May 23 2008,",4,50,0,178
Kings XI,Chargers,Mohali,"May 23 2008,",5,63,0,178
Kings XI,Chargers,Mohali,"May 23 2008,",6,74,0,178
Kings XI,Chargers,Mohali,"May 23 2008,",7,78,0,178
Kings XI,Chargers,Mohali,"May 23 2008,",8,86,1,178
Kings XI,Chargers,Mohali,"May 23 2008,",9,97,1,178
Kings XI,Chargers,Mohali,"May 23 2008,",10,101,1,178
Kings XI,Chargers,Mohali,"May 23 2008,",11,105,1,178
Kings XI,Chargers,Mohali,"May 23 2008,",12,115,1,178
Kings XI,Chargers,Mohali,"May 23 2008,",13,119,2,178
Kings XI,Chargers,Mohali,"May 23 2008,",14,123,2,178
Kings XI,Chargers,Mohali,"May 23 2008,",15,135,2,178
Kings XI,Chargers,Mohali,"May 23 2008,",16,139,3,178
Kings XI,Chargers,Mohali,"May 23 2008,",17,149,4,178
Kings XI,Chargers,Mohali,"May 23 2008,",18,155,4,178
Kings XI,Chargers,Mohali,"May 23 2008,",19,171,4,178
Kings XI,Chargers,Mohali,"May 23 2008,",20,178,4,178
RCB,CSK,Chennai,"May 21 2008,",1,6,0,126
RCB,CSK,Chennai,"May 21 2008,",2,7,1,126
RCB,CSK,Chennai,"May 21 2008,",3,11,1,126
RCB,CSK,Chennai,"May 21 2008,",4,16,1,126
RCB,CSK,Chennai,"May 21 2008,",5,22,1,126
RCB,CSK,Chennai,"May 21 2008,",6,23,2,126
RCB,CSK,Chennai,"May 21 2008,",7,27,2,126
RCB,CSK,Chennai,"May 21 2008,",8,33,2,126
RCB,CSK,Chennai,"May 21 2008,",9,38,3,126
RCB,CSK,Chennai,"May 21 2008,",10,41,4,126
RCB,CSK,Chennai,"May 21 2008,",11,44,4,126
RCB,CSK,Chennai,"May 21 2008,",12,52,4,126
RCB,CSK,Chennai,"May 21 2008,",13,58,4,126
